X1,UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,latStation,longStation,usaf,wban,station,LatDelta,LongDelta,Delta,StationProximity,GoodLocation
46,84001091,US,USA,840,1091,Marengo,Alabama,US,32.24767634,-87.78796182,"Marengo, Alabama, US",32.464,-87.954,A51255,00445,DEMOPOLIS MUNICIPAL AIRPORT,-0.21632366000000047,0.16603817999998682,0.2726987405425699,TRUE,TRUE
47,84001093,US,USA,840,1093,Marion,Alabama,US,34.13697363,-87.887041730000007,"Marion, Alabama, US",34.267,-87.6,720413,00138,POSEY FIELD AIRPORT,-0.13002637000000306,-0.28704173000001276,0.3151187262870582,TRUE,TRUE
48,84001095,US,USA,840,1095,Marshall,Alabama,US,34.36975964,-86.30486727,"Marshall, Alabama, US",34.229,-86.256,720376,63880,THE ALBERTVILLE MUNI ARPT-THOMAS J BRUMLIK FLD,0.14075963999999885,-0.04886727000000235,0.14900096083644027,TRUE,TRUE
49,84001097,US,USA,840,1097,Mobile,Alabama,US,30.78472347,-88.20842409,"Mobile, Alabama, US",30.688,-88.246,722230,13894,MOBILE REGIONAL AIRPORT,0.09672347000000059,0.037575910000001045,0.10376598026891662,TRUE,TRUE
50,84001099,US,USA,840,1099,Monroe,Alabama,US,31.56729412,-87.36995001,"Monroe, Alabama, US",31.416,-87.044,722276,53820,MIDDLETON FIELD AIRPORT,0.1512941199999993,-0.3259500099999997,0.3593512484541748,TRUE,TRUE
51,84001101,US,USA,840,1101,Montgomery,Alabama,US,32.2206831,-86.20969272,"Montgomery, Alabama, US",32.3,-86.408,722260,13895,MONTGOMERY  RGNL (DANNELLY FD) AP,-0.07931689999999492,0.19830727999999453,0.21358124432310396,TRUE,TRUE
52,84001103,US,USA,840,1103,Morgan,Alabama,US,34.45500589,-86.85475946,"Morgan, Alabama, US",34.269,-86.858,722031,63839,FOLSOM FIELD AP,0.18600589000000411,0.003240540000007286,0.18603411572661954,TRUE,TRUE
53,84080001,US,USA,840,80001,Out of AL,Alabama,US,0,0,"Out of AL, Alabama, US",0,0,538660,99999,BOGUS CHINESE,0,0,0,TRUE,FALSE
54,84001105,US,USA,840,1105,Perry,Alabama,US,32.64048341,-87.29770589,"Perry, Alabama, US",32.457,-87.242,999999,63858,SELMA 13 WNW,0.1834834100000009,-0.0557058899999987,0.19175324749771613,TRUE,TRUE
55,84001107,US,USA,840,1107,Pickens,Alabama,US,33.28094866,-88.08818103,"Pickens, Alabama, US",33.212,-87.616,722286,93806,TUSCALOOSA MUNICIPAL ARPT,0.06894865999999666,-0.47218103000000156,0.4771884772368854,TRUE,TRUE
56,84001109,US,USA,840,1109,Pike,Alabama,US,31.80396383,-85.9408295,"Pike, Alabama, US",31.79,-86,999999,23801,TROY 2 W,0.013963830000001565,0.05917049999999335,0.06079586020871945,TRUE,TRUE
57,84001111,US,USA,840,1111,Randolph,Alabama,US,33.29526734,-85.45708831,"Randolph, Alabama, US",33.633,-85.15,720674,00249,WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD,-0.33773266000000035,-0.3070883099999975,0.4564718827806707,TRUE,TRUE
58,84001113,US,USA,840,1113,Russell,Alabama,US,32.28725256,-85.18415324,"Russell, Alabama, US",32.35,-85,722250,13829,LAWSON AAF AIRPORT,-0.06274744000000254,-0.18415324000000055,0.19454988313810864,TRUE,TRUE
59,84001117,US,USA,840,1117,Shelby,Alabama,US,33.26879845,-86.66232561,"Shelby, Alabama, US",33.178,-86.782,722300,53864,SHELBY COUNTY AIRPORT,0.0907984500000012,0.11967439000000013,0.15022089782808132,TRUE,TRUE
60,84001115,US,USA,840,1115,St. Clair,Alabama,US,33.71902176,-86.31029372,"St. Clair, Alabama, US",33.572,-86.057,999999,73803,TALLADEGA 10 NNE,0.14702175999999412,-0.25329372000000205,0.2928704602805399,TRUE,TRUE
61,84001119,US,USA,840,1119,Sumter,Alabama,US,32.59117397,-88.19916205,"Sumter, Alabama, US",32.464,-87.954,A51255,00445,DEMOPOLIS MUNICIPAL AIRPORT,0.1271739700000012,-0.24516205000000468,0.276184086083478,TRUE,TRUE
62,84001121,US,USA,840,1121,Talladega,Alabama,US,33.37823223,-86.16886178,"Talladega, Alabama, US",33.572,-86.057,999999,73803,TALLADEGA 10 NNE,-0.1937677700000009,-0.11186177999999813,0.22373870142543786,TRUE,TRUE
63,84001123,US,USA,840,1123,Tallapoosa,Alabama,US,32.86698258,-85.79833053,"Tallapoosa, Alabama, US",32.915,-85.963,720265,63833,THOMAS C RUSSELL FLD ARPT,-0.048017420000000754,0.16466946999999266,0.17152756913550357,TRUE,TRUE
64,84001125,US,USA,840,1125,Tuscaloosa,Alabama,US,33.28726072,-87.52556818,"Tuscaloosa, Alabama, US",33.213,-87.591,999999,73801,NORTHPORT 2 S,0.07426071999999806,0.06543182000000058,0.09897463111035366,TRUE,TRUE
65,84090001,US,USA,840,90001,Unassigned,Alabama,US,0,0,"Unassigned, Alabama, US",0,0,538660,99999,BOGUS CHINESE,0,0,0,TRUE,FALSE
66,84001127,US,USA,840,1127,Walker,Alabama,US,33.80270512,-87.30027177,"Walker, Alabama, US",33.902,-87.314,720505,00156,WALKER COUNTY AIRPORT BEVILL FIELD,-0.0992948800000022,0.01372822999999812,0.10023940090177956,TRUE,TRUE
67,84001129,US,USA,840,1129,Washington,Alabama,US,31.4092794,-88.20689944,"Washington, Alabama, US",31.881,-87.737,999999,23802,THOMASVILLE 2 S,-0.47172060000000116,-0.46989944000000605,0.6658271608883798,FALSE,FALSE
68,84001131,US,USA,840,1131,Wilcox,Alabama,US,31.98773215,-87.30891118,"Wilcox, Alabama, US",31.881,-87.737,999999,23802,THOMASVILLE 2 S,0.10673214999999914,0.42808881999999926,0.4411935965680079,TRUE,TRUE
69,84001133,US,USA,840,1133,Winston,Alabama,US,34.15030532,-87.37325922,"Winston, Alabama, US",34.267,-87.6,720413,00138,POSEY FIELD AIRPORT,-0.11669468000000194,0.2267407800000001,0.25500790116251554,TRUE,TRUE
70,84002013,US,USA,840,2013,Aleutians East,Alaska,US,55.32222414,-161.9722021,"Aleutians East, Alaska, US",55.17,-162.27,703059,99999,KING COVE,0.15222414000000128,0.29779790000000617,0.33444846844193155,TRUE,TRUE
71,84002016,US,USA,840,2016,Aleutians West,Alaska,US,52.3233,-174.1596,"Aleutians West, Alaska, US",52.233,-174.167,998224,99999,ATKA,0.09030000000000626,0.007399999999989859,0.09060270415391022,TRUE,TRUE
72,84002020,US,USA,840,2020,Anchorage,Alaska,US,61.14998174,-149.1426986,"Anchorage,Alaska,US",61.266,-149.653,702700,00489,BRYANT ARMY AIRFIELD HELIPORT,-0.11601825999999704,0.510301400000003,0.523323757816698,FALSE,FALSE
73,84002050,US,USA,840,2050,Bethel,Alaska,US,60.90980451,-159.8561831,"Bethel, Alaska, US",61.536,-160.341,703052,26652,KALSKAG AIRPORT,-0.6261954900000006,0.48481689999999844,0.7919395293972573,FALSE,FALSE
74,84002060,US,USA,840,2060,Bristol Bay,Alaska,US,58.74513976,-156.701064,"Bristol Bay, Alaska, US",58.683,-156.656,703260,25503,KING SALMON AIRPORT,0.062139760000000877,-0.04506399999999644,0.07676010597216101,TRUE,TRUE
75,84002164,US,USA,840,2164,Bristol Bay plus Lake and Peninsula,Alaska,US,58.62403337,-156.2140589,"Bristol Bay plus Lake and Peninsula, Alaska, US",58.683,-156.656,703260,25503,KING SALMON AIRPORT,-0.058966630000000464,0.4419411000000082,0.4458575998261936,TRUE,TRUE
76,84002068,US,USA,840,2068,Denali,Alaska,US,63.67264044,-150.0076108,"Denali, Alaska, US",63.452,-150.875,999999,96408,DENALI 27 N,0.22064044000000393,0.867389199999991,0.8950118591616648,FALSE,FALSE
77,84002070,US,USA,840,2070,Dillingham,Alaska,US,59.79603738,-158.2381942,"Dillingham, Alaska, US",59.733,-157.267,703925,00112,KOLIGANEK AIRPORT,0.06303738000000436,-0.9711942000000136,0.9732378359840576,FALSE,FALSE
78,84002090,US,USA,840,2090,Fairbanks North Star,Alaska,US,64.80726247,-146.5692662,"Fairbanks North Star,Alaska,US",64.683,-147.083,702650,26407,EIELSON AFB AIRPORT,0.1242624699999908,0.5137338000000113,0.5285485585194138,FALSE,FALSE
79,84002100,US,USA,840,2100,Haines,Alaska,US,59.09893571,-135.4679843,"Haines, Alaska, US",59.243,-135.509,703626,25323,HAINES,-0.14406429000000287,0.04101569999997423,0.14978920955693975,TRUE,TRUE
80,84002105,US,USA,840,2105,Hoonah-Angoon,Alaska,US,58.29307365,-135.6424424,"Hoonah-Angoon, Alaska, US",58.411,-135.709,703670,25322,GUSTAVUS,-0.11792635000000473,0.0665576000000101,0.13541247410074508,TRUE,TRUE
81,84002110,US,USA,840,2110,Juneau,Alaska,US,58.45031811,-134.200436,"Juneau, Alaska, US",58.298,-134.412,998261,99999,JUNEAU,0.15231810999999595,0.21156400000000986,0.26069164299987646,TRUE,TRUE
82,84002122,US,USA,840,2122,Kenai Peninsula,Alaska,US,60.24429722,-151.5388884,"Kenai Peninsula,Alaska,US",60.476,-151.034,702595,26559,SOLDOTNA AIRPORT,-0.2317027799999991,-0.5048883999999987,0.5555164036410506,FALSE,FALSE
83,84002130,US,USA,840,2130,Ketchikan Gateway,Alaska,US,55.57445008,-130.975561,"Ketchikan Gateway, Alaska, US",55.333,-131.625,998258,99999,KETCHIKAN,0.2414500799999999,0.649439000000001,0.6928702301679641,FALSE,FALSE
84,84002150,US,USA,840,2150,Kodiak Island,Alaska,US,57.65529415,-153.7493579,"Kodiak Island, Alaska, US",57.73,-152.514,998427,99999,KODIAK ISLAND,-0.07470584999999375,-1.2353578999999968,1.2376146836219355,FALSE,FALSE
85,84002158,US,USA,840,2158,Kusilvak,Alaska,US,62.1542916,-163.3967883,"Kusilvak, Alaska, US",62.062,-163.3,702005,26647,ST MARY'S AIRPORT,0.09229160000000292,-0.09678829999998584,0.13373748333002158,TRUE,TRUE
86,84002170,US,USA,840,2170,Matanuska-Susitna,Alaska,US,62.31305045,-149.5741743,"Matanuska-Susitna,Alaska,US",62.32,-150.095,702510,26528,TALKEETNA AIRPORT,-0.006949550000001636,0.520825699999989,0.520872063011332,FALSE,FALSE
87,84002180,US,USA,840,2180,Nome,Alaska,US,64.90320724,-164.0353804,"Nome, Alaska, US",64.689,-163.413,702004,99999,WHITE MOUNTAIN,0.21420724000000746,-0.6223803999999973,0.6582112912831087,FALSE,FALSE
88,84002185,US,USA,840,2185,North Slope,Alaska,US,69.31479216,-153.4836093,"North Slope, Alaska, US",68.485,-155.751,999999,26564,IVOTUK 1 NNE,0.8297921599999967,2.267390699999993,2.4144596942678334,FALSE,FALSE
89,84002188,US,USA,840,2188,Northwest Arctic,Alaska,US,67.04919196,-159.7503946,"Northwest Arctic, Alaska, US",66.983,-160.433,701196,00102,BOB BARKER MEMORIAL AIRPORT,0.06619195999999761,0.6826053999999999,0.6858071942447098,FALSE,FALSE
90,84080002,US,USA,840,80002,Out of AK,Alaska,US,0,0,"Out of AK, Alaska, US",0,0,538660,99999,BOGUS CHINESE,0,0,0,TRUE,FALSE
91,84002195,US,USA,840,2195,Petersburg,Alaska,US,57.13978948,-132.9540995,"Petersburg, Alaska, US",56.806,-132.937,703860,25329,JAMES A JOHNSON AIRPORT,0.3337894800000001,-0.01709950000000049,0.33422718300419624,TRUE,TRUE
92,84002198,US,USA,840,2198,Prince of Wales-Hyder,Alaska,US,55.76261984,-133.0511621,"Prince of Wales-Hyder, Alaska, US",55.58,-133.075,703894,25367,KLAWOCK AIRPORT,0.18261984000000098,0.02383789999998953,0.1841690838279744,TRUE,TRUE
93,84002220,US,USA,840,2220,Sitka,Alaska,US,57.24124555,-135.3206587,"Sitka, Alaska, US",57.057,-135.327,999999,25379,SITKA 1 NE,0.18424554999999998,0.006341300000002548,0.18435464404373578,TRUE,TRUE
94,84002230,US,USA,840,2230,Skagway,Alaska,US,59.56149996,-135.3337748,"Skagway, Alaska, US",59.456,-135.324,703620,25335,SKAGWAY AIRPORT,0.10549995999999595,-0.009774799999973993,0.10595182053669601,TRUE,TRUE
95,84002240,US,USA,840,2240,Southeast Fairbanks,Alaska,US,63.87692095,-143.2127643,"Southeast Fairbanks, Alaska, US",62.962,-141.988,702910,26412,NORTHWAY AIRPORT,0.9149209499999955,-1.224764300000004,1.5287668021328151,FALSE,FALSE
96,84090002,US,USA,840,90002,Unassigned,Alaska,US,0,0,"Unassigned, Alaska, US",0,0,538660,99999,BOGUS CHINESE,0,0,0,TRUE,FALSE
97,84002261,US,USA,840,2261,Valdez-Cordova,Alaska,US,61.47502768,-144.7126799,"Valdez-Cordova, Alaska, US",62.159,-145.459,702710,26425,GULKANA AIRPORT,-0.6839723200000023,0.7463200999999913,1.0123298998795711,FALSE,FALSE
98,84002275,US,USA,840,2275,Wrangell,Alaska,US,56.3202004,-132.0583731,"Wrangell, Alaska, US",56.473,-132.387,703870,25338,WRANGELL AIRPORT,-0.1527996000000016,0.32862689999998906,0.3624132408780939,TRUE,TRUE
99,84002282,US,USA,840,2282,Yakutat,Alaska,US,59.8909808,-140.3601451,"Yakutat, Alaska, US",59.548,-139.733,998432,99999,YAKUTAT,0.3429807999999994,-0.627145100000007,0.7148054320041632,FALSE,FALSE
100,84002290,US,USA,840,2290,Yukon-Koyukuk,Alaska,US,65.50815459,-151.39073869999999,"Yukon-Koyukuk, Alaska, US",65.175,-152.107,701780,26529,RALPH M CALHOUN MEML ARPT,0.3331545900000066,0.7162613000000135,0.7899507774005807,FALSE,FALSE
101,16,AS,ASM,16,60,NA,American Samoa,US,-14.271,-170.132,"American Samoa, US",-14.28,-170.7,997699,99999,PAGO PAGO,0.008999999999998565,0.5679999999999836,0.568071298342014,FALSE,FALSE
102,84004001,US,USA,840,4001,Apache,Arizona,US,35.39465006,-109.4892383,"Apache, Arizona, US",35.658,-109.061,722764,03029,WINDOW ROCK AIRPORT,-0.2633499400000048,-0.42823829999998964,0.5027337590463636,FALSE,FALSE
103,84004003,US,USA,840,4003,Cochise,Arizona,US,31.87934684,-109.7516088,"Cochise, Arizona, US",31.458,-109.606,722720,93026,BISBEE DOUGLAS INTL ARPT,0.4213468400000018,-0.1456088000000051,0.44579713123283843,TRUE,TRUE
104,84004005,US,USA,840,4005,Coconino,Arizona,US,35.83883429,-111.7707178,"Coconino, Arizona, US",35.946,-112.155,723783,03195,GRAND CANYON NATL PARK APT,-0.10716570999999675,0.38428220000000124,0.39894523262804427,TRUE,TRUE
105,84004007,US,USA,840,4007,Gila,Arizona,US,33.80190085,-110.8132779,"Gila, Arizona, US",34.257,-111.339,723745,00374,PAYSON AIRPORT,-0.45509914999999523,0.5257220999999959,0.69534089679748,FALSE,FALSE
106,84004009,US,USA,840,4009,Graham,Arizona,US,32.93166885,-109.8882178,"Graham, Arizona, US",32.855,-109.635,722747,93084,SAFFORD REGIONAL AIRPORT,0.07666885000000434,-0.2532178000000016,0.2645701547740485,TRUE,TRUE
107,84004011,US,USA,840,4011,Greenlee,Arizona,US,33.21498827,-109.2405279,"Greenlee, Arizona, US",32.855,-109.635,722747,93084,SAFFORD REGIONAL AIRPORT,0.35998827000000233,0.39447210000000155,0.5340410023734187,FALSE,FALSE
108,84004012,US,USA,840,4012,La Paz,Arizona,US,33.72854224,-113.98100289999999,"La Paz, Arizona, US",33.619,-114.714,747188,23158,BLYTHE AIRPORT,0.10954224000000323,0.7329971000000057,0.7411371337024186,FALSE,FALSE
109,84004013,US,USA,840,4013,Maricopa,Arizona,US,33.34835867,-112.4918154,"Maricopa, Arizona, US",33.417,-112.383,722788,03186,PHOENIX GOODYEAR AIRPORT,-0.06864132999999839,-0.10881539999999745,0.12865622200783033,TRUE,TRUE
110,84004015,US,USA,840,4015,Mohave,Arizona,US,35.70471703,-113.7577902,"Mohave, Arizona, US",35.258,-113.933,723700,93167,KINGMAN AIRPORT,0.44671702999999496,0.17520980000000463,0.47984849578596994,TRUE,TRUE
111,84004017,US,USA,840,4017,Navajo,Arizona,US,35.3997715,-110.3218983,"Navajo, Arizona, US",35.028,-110.721,723740,23194,WINSLOW-LINDBERGH REGIONAL AIRPORT,0.37177150000000125,0.3991017000000028,0.5454321361591588,FALSE,FALSE
112,84080004,US,USA,840,80004,Out of AZ,Arizona,US,0,0,"Out of AZ, Arizona, US",0,0,538660,99999,BOGUS CHINESE,0,0,0,TRUE,FALSE
